Image URL,Credit,Caption,Alt text
push handle dusty.png,Dusty,push handle,A black and white rigid wheelchair in profile with a bright pink push handle.
pneumatic dusty.png,Dusty,pneumatic,An internal view of a tire with nothing in it.
seat length dusty.png,Dusty,seat length,"A black and white rigid wheelchair in profile, with a bright pink seat, and a measurement line from the back to front of the seat."
push rim dusty.png,Dusty,push rim,A black and white rigid wheelchair in profile with a bright pink push rim.
lower running blade bh.png,Blackholemojis,prosthetic lower running blade,"A person with a prosthetic lower running blade, wearing an orange sock underneath."
seat to floor dusty.png,Dusty,seat to floor,A black and white rigid wheelchair in profile with a bright pink seat and a measurement line from the floor to the bottom of the seat.
/Supports/quad_cane.png,Petri,quad cane,a drawing of a quad cane sitting at an angle.
push rim cover dusty.png,Dusty,push rim cover,"A black and white drawing of a wheelchair wheel, with a thick pink ring and arrows connecting it to the push rim."
seat width dusty.png,Dusty,seat width,A black and white rigid wheelchair from the front with a pink seat and a measurement line from one end of the seat to the other.
release cord dusty.png,Dusty,release cord,A black and white rigid wheelchair from behind with a bright pink release cord.
/Supports/quad base cane.png,Blackholemojis,quad base cane,"A person standing with their cane, which has an offset ergonomic handle and quad base."
side guard housing dusty.png,Dusty,side guard housing,A black and white rigid wheelchair in profile with a bright pink side guard housing.
rigid back rest dusty.png,Dusty,rigid back rest,A bright pink rigid wheelchair backrest attached to two black and white back canes with clamps.
rigid frame dusty.png,Dusty,rigid frame,A black and white drawing of a rigid wheelchair from behind with a pink bracket indicating it does not fold.
taper dusty.png,Dusty,taper,A black and white drawing of a rigid wheelchair from behind with pink angle symbols indicating the inward slope of the front of the frame.
rigid wheelchair blur.png,Blur The Colors,rigid wheelchair,a cyan and black rigid wheelchair. there is a white background and outline.
rigidizing bar dusty.png,Dusty,rigidizing bar,A black and white rigid wheelchair from behind with a bright pink rigidizer bar.
tilt in space powerchair dusty.png,Dusty,tilt in space (powerchair),"A tilted back, orange tilt in space powerchair with red arrows around the front, back, and footplate, pointing toward different angles."
/Supports/rollator_2.png,Petri,rollator,a drawing of a black rollator.
side guard dusty.png,Dusty,side guard,A black and white rigid wheelchair in profile with a bright pink side guard.
tire dusty.png,Dusty,tire,A black and white rigid wheelchair in profile with a bright pink tire.
rollator blur.png,Blur The Colors,rollator,a light blue and black rollator. there is a white background and outline.
spokes dusty.png,Dusty,spokes,A black and white rigid wheelchair in profile with bright pink spokes.
/Supports/upright rollator bh.png,Blackholemojis,upright rollator,"A purple and grey upright rollator with a bag attached to the front of the seat, and a strap for back support when sitting. The upright rollator is taller, and has platforms for one’s forearms to rest on while walking."
solid wheel dusty.png,Dusty,solid wheel,An internal view of a solid tire.
/Supports/staff.png,M,staff,a dark brown wooden walking staff with a black rubber base and a leather wrist strap.
/Supports/use your crutches.png,Neon,use your crutches,a set of purple forearm crutches crossed over each other. They have red text over them reading 'Use your crutches' in all caps
x frame dusty.png,Dusty,X frame,A black and white drawing of a folding wheelchair from behind with its X frame highlighted in pink.
tension adjustable backrest dusty.png,Dusty,tension adjustable backrest,A bright pink tension adjustable backrest on two black and white back canes with visible tension adjustable straps.
wheel dusty.png,Dusty,wheel,"A black and white rigid wheelchair in profile with a bright pink wheel including the spokes, axel, push rim, and tire."
tip m.png,M,tip,"A very dark grey rubber tip of a cane or crutch, the very end of which is shown in light silver."
wheelchair meabh.png,Méabh,wheelchair,A stylized drawing of a yellow person sitting in a dark gray manual wheelchair. The drawing of the yellow person is cut off at the middle chest area.
