Image URL,Credit,Caption,Alt text
pajamas plum 2.png,Plum,pajamas,"Pajamas in front of a swirling dark blue and purple circle. The pajamas are a purple shirt with a light blue graphic of a crescent moon and stars, long light blue comfy pants with a design of purple clouds and stars, a pair of purple and light blue fuzzy socks, and grey boxers."
outfit 1.png,Plum,outfit,"A variety of clothes in front of a swirling orange circle. The clothes are a grey bra, grey panties, grey socks with blue accents, a teal t-shirt with a blue four leaf flower on the chest, a pair of dark blue jeans with teal flower shaped patches on the knees, a blue and teal bracelet, and teal shoes."
mismatched clothing petri.png,Petri,mismatched clothing,"a light green tshirt with pink hearts and swirls, and a pair of cyan trousers with wave patterns"
pajamas stellar.png,StellarSymbols,pajamas,a dull blue pair of pajamas
outfit 4.png,Plum,outfit,"A variety of clothes in front of a swirling orange circle. The clothes are grey panties, grey socks with blue accents, a teal t-shirt with a blue four leaf flower on the chest, a pair of dark blue jeans with teal flower shaped patches on the knees, a blue and teal bracelet, and teal shoes."
Panties.png,Petri,panties,A drawing of a pair of grey panties.
palestinian thobe.png,Kit,Palestinian thobe,"a black and red Palestinian thobe, with no details."
pajamas plum 1.png,Plum,pajamas,"Pajamas in front of a swirling dark blue and purple circle. The pajamas are a purple shirt with a light blue graphic of a crescent moon and stars, long light blue comfy pants with a design of purple clouds and stars, a pair of purple and light blue fuzzy socks, and grey underwear - panties or briefs."
raglan sleeve shirt m 1.png,M,raglan sleeve shirt,a long-sleeved raglan sleeve style white shirt with red collar and sleeves.
pocket m.png,M,pocket,a green arrow pointing down into a blue pocket with simple stitching on the edges.
polo shirt.png,TalkSense,polo shirt,a blue polo shirt.
raglan sleeve shirt m 2.png,M,raglan sleeve shirt,a long-sleeved raglan sleeve style white shirt with blue collar and sleeves.
poncho talksense.png,TalkSense,poncho,an orange and yellow poncho.
pyjamas.png,Neon,pyjamas,a dark blue long sleeve shirt with white accents paired with dark blue sweat pants that also has white accents.
raincoat talksense.png,TalkSense,raincoat,a yellow buttoned raincoat with raindrops around it.
scrubs teal.png,M,scrubs (teal),A teal short-sleeved scrub top and pair of scrub pants.
safety vest rc.png,Bear,safety vest,A lineless drawing of an orange safety vest with silver and yellow reflective stripes.
running shorts stellar.png,StellarSymbols,running shorts,a dull blue pair of running shorts.
scrubs purple.png,M,scrubs (purple),A light purple short-sleeved scrub top and pair of scrub pants.
scrubs navy blue.png,M,scrubs (navy blue),A navy blue short-sleeved scrub top and pair of scrub pants.
scrubs blue.png,M,scrubs (blue),A blue short-sleeved scrub top and pair of scrub pants.
shalwar talksense.png,TalkSense,shalwar,Green shalwar.
shirt m.png,M,shirt,a mint colored tshirt
sherwani talksense.png,TalkSense,sherwani,a cream and burgundy sherwani.
shorts green.png,M,shorts - green,A green pair of cargo shorts.
shorts purple.png,M,shorts - purple,a purple pair of cargo shorts.
shirt stellar.png,StellarSymbols,shirt,a dull blue long-sleeved tshirt.
skirt 1 stellar.png,StellarSymbols,skirt,a long dull blue skirt
skirt 2 stellar.png,StellarSymbols,skirt,a short dull blue skirt
skort esrah.png,Esrah,skort,a short green skirt with attached shorts underneath.
sock green.png,M,sock - green,A green sock.
skirt talksense.png,TalkSense,skirt,a red mid-length skirt.
sock blue.png,M,sock - blue,A blue sock.
sports bra blur.png,Blur The Colors,sports bra,a dark blue sports bra.
sports bra.png,M,sports bra,a simple black sports bra.
sock red.png,M,sock - red,A red sock.
sweater vest 2.png,Esrah,sweater vest,"a bumpy crocheted brown vest with repeated depictions of trees, mountains, and rain."
sweater vest 3.png,Esrah,sweater vest,a bumpy crocheted blue vest with lighter and darker blue repeating lines and patterns
smock talksense.png,TalkSense,smock,a light brown frilly smock dress
tshirt talksense.png,TalkSense,T-shirt,"a light green, slim fit, short-sleeved t-shirt."
swim trunks budget.png,Bear,swim trunks,green swim trunks with pockets and two white strings
sweater vest 1.png,Esrah,sweater vest,a bumpy crocheted brown vest with lighter and darker brown repeating lines and patterns.
tutu red m.png,M,tutu (red),a red tutu
tailcoat talksense.png,TalkSense,tailcoat,a black tailcoat.
tweed jacket talksense.png,TalkSense,tweed jacket,a brown tweed jacket
underpants leaf.png,Leaf,underpants,: a pair of navy blue underpants
tshirts talksense.png,TalkSense,T-shirts,"a light green, slim fit, short-sleeved t-shirt and a light blue, slim fit, short-sleeved t-shirt."
tutu black m.png,M,tutu (black),a black tutu
vest waistcoat esrah.png,Esrah,vest / waistcoat,a brown plaid vest with a satin back.
thobe.png,M,thobe,A white thobe.
tutu blue m.png,M,tutu (blue),a blue tutu
zip ts.png,TalkSense,zip,an orange zip.
tutu pink m.png,M,tutu (pink),A pink tutu.
tutu white m.png,M,tutu (white),A white tutu.
